0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
3.448276e-02	2.567050e-01	4.789272e-01	7.011494e-01	9.233716e-01	1.145594e+00	1.367816e+00	1.590038e+00	1.812261e+00	2.034483e+00	
6.896552e-02	2.911877e-01	5.134100e-01	7.356322e-01	9.578544e-01	1.180077e+00	1.402299e+00	1.624521e+00	1.846743e+00	2.068966e+00	
1.034483e-01	3.256705e-01	5.478927e-01	7.701149e-01	9.923372e-01	1.214559e+00	1.436782e+00	1.659004e+00	1.881226e+00	2.103448e+00	
1.379310e-01	3.601533e-01	5.823755e-01	8.045977e-01	1.026820e+00	1.249042e+00	1.471264e+00	1.693487e+00	1.915709e+00	2.137931e+00	
1.724138e-01	3.946360e-01	6.168582e-01	8.390805e-01	1.061303e+00	1.283525e+00	1.505747e+00	1.727969e+00	1.950192e+00	2.172414e+00	
2.068966e-01	4.291188e-01	6.513410e-01	8.735632e-01	1.095785e+00	1.318008e+00	1.540230e+00	1.762452e+00	1.984674e+00	2.206897e+00	
2.413793e-01	4.636015e-01	6.858238e-01	9.080460e-01	1.130268e+00	1.352490e+00	1.574713e+00	1.796935e+00	2.019157e+00	2.241379e+00	
2.758621e-01	4.980843e-01	7.203065e-01	9.425287e-01	1.164751e+00	1.386973e+00	1.609195e+00	1.831418e+00	2.053640e+00	2.275862e+00	
3.103448e-01	5.325670e-01	7.547893e-01	9.770115e-01	1.199234e+00	1.421456e+00	1.643678e+00	1.865900e+00	2.088123e+00	2.310345e+00	
3.448276e-01	5.670498e-01	7.892720e-01	1.011494e+00	1.233716e+00	1.455939e+00	1.678161e+00	1.900383e+00	2.122605e+00	2.344828e+00	
3.793103e-01	6.015326e-01	8.237548e-01	1.045977e+00	1.268199e+00	1.490421e+00	1.712644e+00	1.934866e+00	2.157088e+00	2.379310e+00	
4.137931e-01	6.360153e-01	8.582375e-01	1.080460e+00	1.302682e+00	1.524904e+00	1.747126e+00	1.969349e+00	2.191571e+00	2.413793e+00	
4.482759e-01	6.704981e-01	8.927203e-01	1.114943e+00	1.337165e+00	1.559387e+00	1.781609e+00	2.003831e+00	2.226054e+00	2.448276e+00	
4.827586e-01	7.049808e-01	9.272031e-01	1.149425e+00	1.371648e+00	1.593870e+00	1.816092e+00	2.038314e+00	2.260536e+00	2.482759e+00	
5.172414e-01	7.394636e-01	9.616858e-01	1.183908e+00	1.406130e+00	1.628352e+00	1.850575e+00	2.072797e+00	2.295019e+00	2.517241e+00	
5.517241e-01	7.739464e-01	9.961686e-01	1.218391e+00	1.440613e+00	1.662835e+00	1.885057e+00	2.107280e+00	2.329502e+00	2.551724e+00	
5.862069e-01	8.084291e-01	1.030651e+00	1.252874e+00	1.475096e+00	1.697318e+00	1.919540e+00	2.141762e+00	2.363985e+00	2.586207e+00	
6.206897e-01	8.429119e-01	1.065134e+00	1.287356e+00	1.509579e+00	1.731801e+00	1.954023e+00	2.176245e+00	2.398467e+00	2.620690e+00	
6.551724e-01	8.773946e-01	1.099617e+00	1.321839e+00	1.544061e+00	1.766284e+00	1.988506e+00	2.210728e+00	2.432950e+00	2.655172e+00	
6.896552e-01	9.118774e-01	1.134100e+00	1.356322e+00	1.578544e+00	1.800766e+00	2.022989e+00	2.245211e+00	2.467433e+00	2.689655e+00	
7.241379e-01	9.463602e-01	1.168582e+00	1.390805e+00	1.613027e+00	1.835249e+00	2.057471e+00	2.279693e+00	2.501916e+00	2.724138e+00	
7.586207e-01	9.808429e-01	1.203065e+00	1.425287e+00	1.647510e+00	1.869732e+00	2.091954e+00	2.314176e+00	2.536398e+00	2.758621e+00	
7.931034e-01	1.015326e+00	1.237548e+00	1.459770e+00	1.681992e+00	1.904215e+00	2.126437e+00	2.348659e+00	2.570881e+00	2.793103e+00	
8.275862e-01	1.049808e+00	1.272031e+00	1.494253e+00	1.716475e+00	1.938697e+00	2.160920e+00	2.383142e+00	2.605364e+00	2.827586e+00	
8.620690e-01	1.084291e+00	1.306513e+00	1.528736e+00	1.750958e+00	1.973180e+00	2.195402e+00	2.417625e+00	2.639847e+00	2.862069e+00	
8.965517e-01	1.118774e+00	1.340996e+00	1.563218e+00	1.785441e+00	2.007663e+00	2.229885e+00	2.452107e+00	2.674330e+00	2.896552e+00	
9.310345e-01	1.153257e+00	1.375479e+00	1.597701e+00	1.819923e+00	2.042146e+00	2.264368e+00	2.486590e+00	2.708812e+00	2.931034e+00	
9.655172e-01	1.187739e+00	1.409962e+00	1.632184e+00	1.854406e+00	2.076628e+00	2.298851e+00	2.521073e+00	2.743295e+00	2.965517e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
