0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	2.055348e+00	4.110696e+00	6.166044e+00	8.221393e+00	1.027674e+01	1.233209e+01	1.438744e+01	1.644279e+01	1.849813e+01	
0.000000e+00	1.033734e+00	2.067468e+00	3.101202e+00	4.134935e+00	5.168669e+00	6.202403e+00	7.236137e+00	8.269871e+00	9.303605e+00	
0.000000e+00	6.959635e-01	1.391927e+00	2.087891e+00	2.783854e+00	3.479818e+00	4.175781e+00	4.871745e+00	5.567708e+00	6.263672e+00	
0.000000e+00	5.292403e-01	1.058481e+00	1.587721e+00	2.116961e+00	2.646201e+00	3.175442e+00	3.704682e+00	4.233922e+00	4.763162e+00	
0.000000e+00	4.310359e-01	8.620718e-01	1.293108e+00	1.724144e+00	2.155180e+00	2.586215e+00	3.017251e+00	3.448287e+00	3.879323e+00	
0.000000e+00	3.672037e-01	7.344074e-01	1.101611e+00	1.468815e+00	1.836019e+00	2.203222e+00	2.570426e+00	2.937630e+00	3.304833e+00	
0.000000e+00	3.231386e-01	6.462771e-01	9.694157e-01	1.292554e+00	1.615693e+00	1.938831e+00	2.261970e+00	2.585109e+00	2.908247e+00	
0.000000e+00	2.915682e-01	5.831364e-01	8.747046e-01	1.166273e+00	1.457841e+00	1.749409e+00	2.040977e+00	2.332546e+00	2.624114e+00	
0.000000e+00	2.684852e-01	5.369703e-01	8.054555e-01	1.073941e+00	1.342426e+00	1.610911e+00	1.879396e+00	2.147881e+00	2.416367e+00	
0.000000e+00	2.515214e-01	5.030429e-01	7.545643e-01	1.006086e+00	1.257607e+00	1.509129e+00	1.760650e+00	2.012172e+00	2.263693e+00	
0.000000e+00	2.392118e-01	4.784237e-01	7.176355e-01	9.568473e-01	1.196059e+00	1.435271e+00	1.674483e+00	1.913695e+00	2.152906e+00	
0.000000e+00	2.306286e-01	4.612573e-01	6.918859e-01	9.225146e-01	1.153143e+00	1.383772e+00	1.614400e+00	1.845029e+00	2.075658e+00	
0.000000e+00	2.251887e-01	4.503775e-01	6.755662e-01	9.007550e-01	1.125944e+00	1.351132e+00	1.576321e+00	1.801510e+00	2.026699e+00	
0.000000e+00	2.225486e-01	4.450972e-01	6.676458e-01	8.901944e-01	1.112743e+00	1.335292e+00	1.557840e+00	1.780389e+00	2.002937e+00	
0.000000e+00	2.225486e-01	4.450972e-01	6.676458e-01	8.901944e-01	1.112743e+00	1.335292e+00	1.557840e+00	1.780389e+00	2.002937e+00	
0.000000e+00	2.251887e-01	4.503775e-01	6.755662e-01	9.007550e-01	1.125944e+00	1.351132e+00	1.576321e+00	1.801510e+00	2.026699e+00	
0.000000e+00	2.306286e-01	4.612573e-01	6.918859e-01	9.225146e-01	1.153143e+00	1.383772e+00	1.614400e+00	1.845029e+00	2.075658e+00	
0.000000e+00	2.392118e-01	4.784237e-01	7.176355e-01	9.568473e-01	1.196059e+00	1.435271e+00	1.674483e+00	1.913695e+00	2.152906e+00	
0.000000e+00	2.515214e-01	5.030429e-01	7.545643e-01	1.006086e+00	1.257607e+00	1.509129e+00	1.760650e+00	2.012172e+00	2.263693e+00	
0.000000e+00	2.684852e-01	5.369703e-01	8.054555e-01	1.073941e+00	1.342426e+00	1.610911e+00	1.879396e+00	2.147881e+00	2.416367e+00	
0.000000e+00	2.915682e-01	5.831364e-01	8.747046e-01	1.166273e+00	1.457841e+00	1.749409e+00	2.040977e+00	2.332546e+00	2.624114e+00	
0.000000e+00	3.231386e-01	6.462771e-01	9.694157e-01	1.292554e+00	1.615693e+00	1.938831e+00	2.261970e+00	2.585109e+00	2.908247e+00	
0.000000e+00	3.672037e-01	7.344074e-01	1.101611e+00	1.468815e+00	1.836019e+00	2.203222e+00	2.570426e+00	2.937630e+00	3.304833e+00	
0.000000e+00	4.310359e-01	8.620718e-01	1.293108e+00	1.724144e+00	2.155180e+00	2.586215e+00	3.017251e+00	3.448287e+00	3.879323e+00	
0.000000e+00	5.292403e-01	1.058481e+00	1.587721e+00	2.116961e+00	2.646201e+00	3.175442e+00	3.704682e+00	4.233922e+00	4.763162e+00	
0.000000e+00	6.959635e-01	1.391927e+00	2.087891e+00	2.783854e+00	3.479818e+00	4.175781e+00	4.871745e+00	5.567708e+00	6.263672e+00	
0.000000e+00	1.033734e+00	2.067468e+00	3.101202e+00	4.134935e+00	5.168669e+00	6.202403e+00	7.236137e+00	8.269871e+00	9.303605e+00	
0.000000e+00	2.055348e+00	4.110696e+00	6.166044e+00	8.221393e+00	1.027674e+01	1.233209e+01	1.438744e+01	1.644279e+01	1.849813e+01	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
