0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e+08 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0000e+08 0.0000e+00 0.0000e+00 
1.0000e-02 3.0000e+06 0.0000e+00 0.0000e+00 3.0000e+08 -2.8743e+07 0.0000e+00 3.0000e+06 -1.4371e+05 0.0000e+00 2.9862e+08 -2.8743e+07 0.0000e+00 
2.0000e-02 6.0000e+06 -2.8743e+05 0.0000e+00 2.9725e+08 -5.7485e+07 0.0000e+00 5.9725e+06 -5.7419e+05 0.0000e+00 2.9450e+08 -5.7221e+07 0.0000e+00 
3.0000e-02 8.9725e+06 -8.6228e+05 0.0000e+00 2.9174e+08 -8.5964e+07 0.0000e+00 8.8900e+06 -1.2875e+06 0.0000e+00 2.8766e+08 -8.5174e+07 0.0000e+00 
4.0000e-02 1.1890e+07 -1.7219e+06 0.0000e+00 2.8350e+08 -1.1391e+08 0.0000e+00 1.1726e+07 -2.2770e+06 0.0000e+00 2.7818e+08 -1.1234e+08 0.0000e+00 
5.0000e-02 1.4725e+07 -2.8611e+06 0.0000e+00 2.7259e+08 -1.4108e+08 0.0000e+00 1.4454e+07 -3.5337e+06 0.0000e+00 2.6614e+08 -1.3848e+08 0.0000e+00 
6.0000e-02 1.7451e+07 -4.2718e+06 0.0000e+00 2.5907e+08 -1.6719e+08 0.0000e+00 1.7049e+07 -5.0460e+06 0.0000e+00 2.5165e+08 -1.6334e+08 0.0000e+00 
7.0000e-02 2.0041e+07 -5.9438e+06 0.0000e+00 2.4305e+08 -1.9201e+08 0.0000e+00 1.9487e+07 -6.8000e+06 0.0000e+00 2.3485e+08 -1.8670e+08 0.0000e+00 
8.0000e-02 2.2472e+07 -7.8639e+06 0.0000e+00 2.2466e+08 -2.1530e+08 0.0000e+00 2.1746e+07 -8.7796e+06 0.0000e+00 2.1588e+08 -2.0835e+08 0.0000e+00 
9.0000e-02 2.4719e+07 -1.0017e+07 0.0000e+00 2.0403e+08 -2.3682e+08 0.0000e+00 2.3805e+07 -1.0966e+07 0.0000e+00 1.9493e+08 -2.2808e+08 0.0000e+00 
1.0000e-01 2.6759e+07 -1.2385e+07 0.0000e+00 1.8134e+08 -2.5637e+08 0.0000e+00 2.5645e+07 -1.3341e+07 0.0000e+00 1.7219e+08 -2.4571e+08 0.0000e+00 
1.1000e-01 2.8572e+07 -1.4949e+07 0.0000e+00 1.5678e+08 -2.7375e+08 0.0000e+00 2.7250e+07 -1.5880e+07 0.0000e+00 1.4785e+08 -2.6107e+08 0.0000e+00 
1.2000e-01 3.0140e+07 -1.7686e+07 0.0000e+00 1.3055e+08 -2.8877e+08 0.0000e+00 2.8603e+07 -1.8562e+07 0.0000e+00 1.2216e+08 -2.7404e+08 0.0000e+00 
1.3000e-01 3.1446e+07 -2.0574e+07 0.0000e+00 1.0288e+08 -3.0127e+08 0.0000e+00 2.9693e+07 -2.1361e+07 0.0000e+00 9.5347e+07 -2.8449e+08 0.0000e+00 
1.4000e-01 3.2474e+07 -2.3587e+07 0.0000e+00 7.4019e+07 -3.1113e+08 0.0000e+00 3.0511e+07 -2.4251e+07 0.0000e+00 6.7653e+07 -2.9232e+08 0.0000e+00 
1.5000e-01 3.3215e+07 -2.6698e+07 0.0000e+00 4.4210e+07 -3.1822e+08 0.0000e+00 3.1047e+07 -2.7207e+07 0.0000e+00 3.9336e+07 -2.9746e+08 0.0000e+00 
1.6000e-01 3.3657e+07 -2.9880e+07 0.0000e+00 1.3721e+07 -3.2246e+08 0.0000e+00 3.1298e+07 -3.0200e+07 0.0000e+00 1.0657e+07 -2.9986e+08 0.0000e+00 
1.7000e-01 3.3794e+07 -3.3105e+07 0.0000e+00 -1.7173e+07 -3.2377e+08 0.0000e+00 3.1261e+07 -3.3204e+07 0.0000e+00 -1.8122e+07 -2.9951e+08 0.0000e+00 
1.8000e-01 3.3622e+07 -3.6343e+07 0.0000e+00 -4.8193e+07 -3.2213e+08 0.0000e+00 3.0936e+07 -3.6190e+07 0.0000e+00 -4.6734e+07 -2.9640e+08 0.0000e+00 
1.9000e-01 3.3140e+07 -3.9564e+07 0.0000e+00 -7.9056e+07 -3.1751e+08 0.0000e+00 3.0327e+07 -3.9132e+07 0.0000e+00 -7.4916e+07 -2.9056e+08 0.0000e+00 
2.0000e-01 3.2350e+07 -4.2739e+07 0.0000e+00 -1.0948e+08 -3.0994e+08 0.0000e+00 2.9439e+07 -4.2002e+07 0.0000e+00 -1.0241e+08 -2.8205e+08 0.0000e+00 
2.1000e-01 3.1255e+07 -4.5838e+07 0.0000e+00 -1.3917e+08 -2.9945e+08 0.0000e+00 2.8279e+07 -4.4773e+07 0.0000e+00 -1.2896e+08 -2.7094e+08 0.0000e+00 
2.2000e-01 2.9863e+07 -4.8833e+07 0.0000e+00 -1.6786e+08 -2.8611e+08 0.0000e+00 2.6860e+07 -4.7421e+07 0.0000e+00 -1.5433e+08 -2.5734e+08 0.0000e+00 
2.3000e-01 2.8185e+07 -5.1694e+07 0.0000e+00 -1.9527e+08 -2.7003e+08 0.0000e+00 2.5193e+07 -4.9920e+07 0.0000e+00 -1.7828e+08 -2.4137e+08 0.0000e+00 
2.4000e-01 2.6232e+07 -5.4394e+07 0.0000e+00 -2.2114e+08 -2.5132e+08 0.0000e+00 2.3295e+07 -5.2248e+07 0.0000e+00 -2.0058e+08 -2.2319e+08 0.0000e+00 
2.5000e-01 2.4020e+07 -5.6908e+07 0.0000e+00 -2.4522e+08 -2.3014e+08 0.0000e+00 2.1182e+07 -5.4384e+07 0.0000e+00 -2.2105e+08 -2.0294e+08 0.0000e+00 
2.6000e-01 2.1568e+07 -5.9209e+07 0.0000e+00 -2.6727e+08 -2.0664e+08 0.0000e+00 1.8875e+07 -5.6308e+07 0.0000e+00 -2.3948e+08 -1.8083e+08 0.0000e+00 
2.7000e-01 1.8896e+07 -6.1275e+07 0.0000e+00 -2.8707e+08 -1.8103e+08 0.0000e+00 1.6393e+07 -5.8001e+07 0.0000e+00 -2.5570e+08 -1.5706e+08 0.0000e+00 
2.8000e-01 1.6025e+07 -6.3086e+07 0.0000e+00 -3.0441e+08 -1.5353e+08 0.0000e+00 1.3761e+07 -5.9449e+07 0.0000e+00 -2.6958e+08 -1.3184e+08 0.0000e+00 
2.9000e-01 1.2981e+07 -6.4621e+07 0.0000e+00 -3.1912e+08 -1.2437e+08 0.0000e+00 1.1002e+07 -6.0639e+07 0.0000e+00 -2.8097e+08 -1.0541e+08 0.0000e+00 
3.0000e-01 9.7894e+06 -6.5865e+07 0.0000e+00 -3.3104e+08 -9.3791e+07 0.0000e+00 8.1418e+06 -6.1558e+07 0.0000e+00 -2.8978e+08 -7.8005e+07 0.0000e+00 
3.1000e-01 6.4790e+06 -6.6803e+07 0.0000e+00 -3.4003e+08 -6.2075e+07 0.0000e+00 5.2067e+06 -6.2199e+07 0.0000e+00 -2.9592e+08 -4.9884e+07 0.0000e+00 
3.2000e-01 3.0788e+06 -6.7423e+07 0.0000e+00 -3.4597e+08 -2.9497e+07 0.0000e+00 2.2235e+06 -6.2557e+07 0.0000e+00 -2.9934e+08 -2.1303e+07 0.0000e+00 
3.3000e-01 -3.8093e+05 -6.7718e+07 0.0000e+00 -3.4880e+08 3.6496e+06 0.0000e+00 -7.8011e+05 -6.2626e+07 0.0000e+00 -3.0001e+08 7.4741e+06 0.0000e+00 
3.4000e-01 -3.8689e+06 -6.7682e+07 0.0000e+00 -3.4845e+08 3.7067e+07 0.0000e+00 -3.7766e+06 -6.2408e+07 0.0000e+00 -2.9792e+08 3.6183e+07 0.0000e+00 
3.5000e-01 -7.3534e+06 -6.7311e+07 0.0000e+00 -3.4490e+08 7.0452e+07 0.0000e+00 -6.7385e+06 -6.1903e+07 0.0000e+00 -2.9308e+08 6.4560e+07 0.0000e+00 
3.6000e-01 -1.0802e+07 -6.6607e+07 0.0000e+00 -3.3815e+08 1.0350e+08 0.0000e+00 -9.6384e+06 -6.1117e+07 0.0000e+00 -2.8555e+08 9.2344e+07 0.0000e+00 
