0 -9.188855e+05 5.257451e+05 -2.608731e+05 1.090327e+06
1 1.087273e+06 1.056798e+06 -1.719566e+06 2.292573e+06
2 5.096045e+05 1.284907e+06 -7.118134e+05 1.554787e+06
3 -2.153262e+06 2.294628e+06 -1.852140e+05 3.152167e+06
4 3.434740e+06 8.216070e+05 -1.568387e+06 3.864236e+06
5 3.817031e+06 3.229095e+06 1.252448e+06 5.154164e+06
6 4.344205e+05 -1.159294e+06 -2.662254e+06 2.936031e+06
7 -7.343693e+05 4.952505e+06 1.318834e+06 5.177444e+06
8 -7.545561e+04 -1.477255e+06 -1.635323e+05 1.488193e+06
9 -5.994409e+04 -1.595880e+05 4.426453e+06 4.429734e+06
10 3.397412e+06 -5.111400e+05 7.201627e+05 3.510315e+06
11 2.340032e+06 -3.626769e+06 -1.719002e+06 4.645876e+06
12 3.196770e+06 3.863908e+06 -9.519122e+05 5.104435e+06
13 -7.426003e+05 6.469820e+06 1.335299e+06 6.647785e+06
14 2.252103e+06 5.930878e+06 1.339928e+06 6.484033e+06
15 7.526916e+05 -2.273791e+05 -1.196663e+06 1.431869e+06
16 1.567451e+06 3.212489e+06 4.207226e+05 3.599166e+06
17 3.361310e+06 2.471094e+06 4.966482e+06 6.486189e+06
18 -8.959640e+05 -5.140378e+06 2.586262e+06 5.823658e+06
19 -4.991946e+05 -9.835821e+05 5.127409e+06 5.244707e+06
20 -1.551015e+06 4.643698e+06 -2.578036e+06 5.533159e+06
21 2.689808e+06 -6.444272e+06 3.703951e+06 7.904616e+06
22 3.622970e+06 -1.258221e+06 3.537297e+06 5.217422e+06
23 3.438670e+06 1.078231e+06 1.551953e+06 3.923722e+06
24 -4.025277e+06 -2.303465e+06 1.090737e+06 4.764296e+06
25 1.261586e+06 -1.322418e+06 -9.778206e+05 2.072805e+06
26 -1.767844e+06 4.085342e+06 3.351853e+06 5.572272e+06
27 -4.093796e+06 -1.924943e+06 1.100688e+06 4.655758e+06
28 1.602287e+06 -4.801662e+06 6.560868e+05 5.104286e+06
29 9.761955e+04 6.985902e+06 -8.221269e+05 7.034789e+06
30 2.480153e+06 -2.315507e+06 5.997273e+06 6.890575e+06
31 4.374314e+06 -4.299549e+06 4.050880e+06 7.350536e+06
32 -1.599642e+06 -5.746041e+05 1.468178e+06 2.246012e+06
33 -1.388931e+06 -3.851199e+06 -1.738351e+06 4.447778e+06
34 1.672462e+06 5.834444e+05 -6.361434e+06 6.603437e+06
35 8.643221e+05 -4.622340e+06 -2.985805e+06 5.570288e+06
36 -1.801334e+06 2.574444e+06 -1.009672e+06 3.300303e+06
37 3.577042e+05 2.143960e+06 -4.849457e+06 5.314297e+06
38 1.861290e+06 7.069914e+05 7.461247e+04 1.992437e+06
39 8.178751e+05 9.653277e+05 -2.096784e+06 2.448935e+06
40 6.314210e+05 3.426594e+06 3.109141e+06 4.669796e+06
41 3.947989e+06 9.240054e+05 2.313489e+06 4.668258e+06
42 2.329090e+06 3.455448e+06 2.767517e+06 5.002393e+06
43 1.547078e+06 9.630811e+06 1.090607e+06 9.815059e+06
44 3.242725e+06 -2.226394e+06 -3.058199e+06 4.982437e+06
45 -8.753536e+04 3.402434e+05 2.795079e+06 2.817072e+06
46 -2.746068e+06 1.098345e+06 -8.352200e+05 3.073247e+06
47 2.379185e+06 -5.910972e+05 -2.507773e+05 2.464306e+06
48 2.482311e+06 -1.192199e+06 3.685201e+06 4.600425e+06
49 -2.169074e+06 7.560728e+02 5.739771e+06 6.135948e+06
50 -1.599852e+06 3.231692e+06 3.250864e+06 4.855047e+06
51 -1.206396e+06 -3.658343e+06 3.901204e+06 5.482541e+06
52 -1.594901e+06 -1.542184e+06 -1.320043e+06 2.581580e+06
53 2.085602e+06 -3.921397e+06 1.218369e+06 4.605596e+06
54 -1.720786e+05 -1.556787e+06 -1.613555e+06 2.248723e+06
55 1.880153e+06 -3.824778e+06 -1.866804e+05 4.265999e+06
56 -3.858463e+06 -2.078166e+06 2.681444e+06 5.137768e+06
57 -4.134866e+06 3.689416e+06 -2.201928e+06 5.963002e+06
58 3.881755e+06 5.913154e+06 7.984178e+05 7.118348e+06
59 2.872372e+04 -2.991142e+06 1.174560e+06 3.213619e+06
60 2.101009e+06 -2.038280e+06 2.014788e+05 2.934181e+06
61 2.287158e+06 4.365628e+06 8.876437e+05 5.007765e+06
62 -2.261173e+06 -1.912111e+05 1.059474e+06 2.504386e+06
63 3.419809e+06 -3.702911e+05 1.877039e+06 3.918607e+06
64 1.059505e+06 5.436727e+06 2.336814e+06 6.011760e+06
65 2.708248e+06 7.259043e+05 -1.451249e+05 2.807598e+06
66 -1.761523e+06 7.049530e+05 -3.988658e+06 4.416935e+06
67 -7.175197e+05 3.679844e+06 3.091603e+06 4.859434e+06
68 2.829487e+06 1.686388e+06 -7.772460e+05 3.384378e+06
69 2.571845e+06 -3.571901e+05 8.991979e+05 2.747823e+06
70 1.279806e+05 -3.098740e+06 2.642705e+03 3.101382e+06
71 -1.914575e+06 1.567914e+06 3.204518e+06 4.048813e+06
72 2.813131e+06 6.587020e+05 1.641934e+06 3.323183e+06
73 2.210378e+06 -4.205230e+05 1.553148e+06 2.734023e+06
74 5.560680e+06 -2.714434e+06 2.159157e+06 6.553722e+06
75 9.061490e+05 1.811671e+06 -7.103999e+05 2.146608e+06
76 6.525909e+06 1.011390e+06 -1.934943e+06 6.881453e+06
77 -4.577434e+05 1.270574e+06 -3.220264e+06 3.491989e+06
78 -3.434146e+06 3.922249e+06 -5.993701e+05 5.247536e+06
79 4.960136e+06 -3.831829e+06 3.866195e+06 7.364328e+06
80 9.460553e+05 -4.851163e+06 -5.645991e+06 7.503734e+06
81 -5.857481e+06 -2.292966e+06 -1.054965e+06 6.378144e+06
82 -1.800903e+06 7.141143e+06 1.141494e+06 7.452663e+06
83 -1.581165e+06 -1.407039e+06 -4.976107e+06 5.407539e+06
84 4.294497e+06 1.075292e+06 1.607782e+06 4.709981e+06
85 2.508793e+06 3.046002e+06 2.102649e+06 4.471388e+06
86 -2.749639e+06 -7.794844e+05 -1.281053e+06 3.131965e+06
87 2.630712e+05 2.978290e+06 -1.800555e+03 2.989887e+06
88 -7.040980e+06 2.313395e+06 -1.155425e+06 7.500814e+06
89 5.540320e+06 3.202424e+06 2.013097e+06 6.708445e+06
90 1.719739e+06 4.968310e+06 -4.888252e+05 5.280204e+06
91 -6.408934e+06 -1.064933e+06 -8.408972e+05 6.551002e+06
92 -3.177456e+06 -2.108095e+04 1.383237e+06 3.465547e+06
93 2.090180e+06 1.416670e+06 -8.966896e+05 2.679526e+06
